Mailing Address - State,"Does your state have state gifted education advocacy groups
(e.g., an NAGC affiliate)?","Does your state have a definition of ""gifted"" in law or rule?","If your state has a definition of “gifted” in law or rule, has the definition changed since the 2022-2023 school year?",Are LEAs required to follow the state definition of gifted?,Does your state require by law or rule the identification of gifted and talented students?,Are LEAs in your state required to use specific criteria/methods for identification of gifted and talented students?,Are LEA's allowed to modify or alter the criteria or methods in any way?,Does the State collect data from districts on those modifications?,Does the State collect data regarding the specific criteria/methods for identification of gifted and talented students used by LEA's?,"Does the State Provide any guidance (e.g., suggestion of best practices) to LEA's in lieu of mandated criteria or methods?",Does the state collect data on LEA's that do use a universal screening process for referral and/or identification of gifted and talented students?,Does your state collect data on sub-groups of students identified as gifted and talented?,Does the SEA produce an annual report on gifted and talented services in the state? - Selected Choice,"Are LEAs in your state required to report on gifted and talented education programs and services through state accountability procedures, regulations, or guidelines?",Does your state identify “gifted” as a sub-reporting group for accountability purposes?,"Are gifted and talented indicators required by state law or rule (such as the percent of students identified for gifted education in the district, or gifted student performance information) to be included on district report cards or other state accountability reporting forms?",Does the state collect any academic or administrative data relating to gifted and talented indicators?,"Are LEAs required to submit gifted education identification, program implementation, and/or policy plans to the SEA? Select all that apply.","Must LEA gifted education identification, program implementation, and/or policy plans be approved by the SEA? Select all that apply.",Does your state law or rule require each LEA to have a gifted education administrator/coordinator?,Does your state law or rule require that the gifted education administrator/coordinator have a credential in gifted education?,Does your state have a law or rule that mandates gifted programming options/services?,Does your state have an acceleration policy in law or rule?,Does your state have an early entrance to kindergarten policy in law or rule?,"Under your state laws and rules, are LEA’s required to provide students opportunities for dual or concurrent enrollment in a community college, college, or university?","Under your state laws and rules, are students allowed dual or concurrent enrollment in a community college, college, or university?","Does your state collect corresponding data (e.g., enrollment, passing rates, etc.) for dual or concurrent enrollment in a community college, college, or university?",Does your state have a law or rule permitting middle school students to receive credit toward high school graduation?,Are LEA's in your state allowed to provide access for middle school students to receive credit toward high school graduation?,Does your state collect data or district policy information regarding LEA's that allow middle school students to receive credit toward high school graduation?,Does your state have a law or rule permitting proficiency-based promotion (demonstrating proficiency without seat time in the course)?,Are LEA's in your state allowed to use proficiency-based promotion (demonstrating proficiency without seat time in the course) for students?,Does your state collect data or district policy information regarding proficiency-based promotion (demonstrating proficiency without seat time in the course) for students?,Does your state collect data regarding the gifted education services provided by LEA's?,Does your state have state program standards/guidelines for gifted education?,Are all pre-service teacher candidates in your state required to take coursework in gifted education?,Is professional learning with respect to gifted education for administrators required in your state?,Does the state provide or create opportunities/resources for professional learning with respect to gifted education for administrators?,Is professional learning with respect to gifted education for counselors required in your state?,Does the state provide or create opportunities/resources for professional learning with respect to gifted education for counselors?,Is professional learning with respect to gifted education for special education professionals required in your state?,Please provide a URL/link to the policy requiring coursework in gifted education for special education professionals.,Please select the following areas covered in the professional learning for special education professionals: - Curriculum/Program Planning for Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Nature and Needs of Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Identifying Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Creativity in Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Diverse Populations in Gifted Students,Please select the following areas covered in the professional learning for special education professionals: - Other,Please select the following areas covered in the professional learning for special education professionals: - Other - Text,Please select the following areas covered in the professional learning for special education professionals: - Other,Please select the following areas covered in the professional learning for special education professionals: - Other - Text,Please select the following areas covered in the professional learning for special education professionals: - Other,Please select the following areas covered in the professional learning for special education professionals: - Other - Text,Does the state provide or create opportunities/resources for professional learning with respect to gifted education for special education professionals?,Please describe how the state provides or creates opportunities/resources for professional learning with respect to gifted education for special education professionals.,Does your state provide dedicated funding to LEAs specifically earmarked to support gifted education?,Please describe how your state provides dedicated funding to support gifted education programs.,Please provide the URL/link to the policy regarding funding for gifted education.,How much funding was provided by the state to LEAs to support gifted education in the following years: - 2021-2022,How much funding was provided by the state to LEAs to support gifted education in the following years: - 2022-2023,How much funding per identified student was provided by the state to LEAs to support gifted education in the following years: - 2021-2022,How much funding per identified student was provided by the state to LEAs to support gifted education in the following years: - 2022-2023,"If applicable, explain the funding and/or any changes since the previous State of the States survey.",How much funding is provided to the SEA (but not distributed to LEAs) to support gifted education programs in gifted education in the following years: - 2021-2022,How much funding is provided to the SEA (but not distributed to LEAs) to support gifted education programs in gifted education in the following years: - 2022-2023,"Please provide any comments, explanations, or context about the sources of funding for gifted education.",Did your state provide funding specifically earmarked for identification of gifted students in 2022-2023?,Please indicate the funding source for identification of gifted students. - Selected Choice,Please indicate the funding source for identification of gifted students. - Other - Text,Did your state provide funding specifically earmarked to conduct the universal screening process for gifted education in 2022-2023?,Please indicate the funding source for universal screening. - Selected Choice,Please indicate the funding source for universal screening. - Other - Text,Please provide comments about funding for universal screening for gifted education in your state.,Did your state provide funding specifically earmarked for programming/services for gifted students in 2022-2023?,Does your state provide funding to address the equity/excellence gap in gifted education in 2022-2023?,Please explain that funding.,Please provide the URLs/links to any new or changed state policies that impact gifted education services from the last three years and explanation.,"If applicable, please upload the associated documentation related to any new or changed state policies that impact gifted education services from the last three years and explanation (e.g., pdf of new policy). - Id","If applicable, please upload the associated documentation related to any new or changed state policies that impact gifted education services from the last three years and explanation (e.g., pdf of new policy). - Name","If applicable, please upload the associated documentation related to any new or changed state policies that impact gifted education services from the last three years and explanation (e.g., pdf of new policy). - Size","If applicable, please upload the associated documentation related to any new or changed state policies that impact gifted education services from the last three years and explanation (e.g., pdf of new policy). - Type",Does your state have a policy and/or initiative to address the equity/excellence gap for gifted students?,Please select the way(s) your state is addressing the equity/excellence gap in gifted education: - Selected Choice,Please select the way(s) your state is addressing the equity/excellence gap in gifted education: - Other - Text,Select the special population(s) specifically addressed in the policy and/or initiative: - Selected Choice,Select the special population(s) specifically addressed in the policy and/or initiative: - Other - Text,Does your state collect data regarding LEA policies and/or initiatives to address the equity/excellence gap for gifted students?,Please describe the data your state collects regarding LEA policies and/or initiatives to address the equity/excellence gap for gifted students.,"If applicable, please provide comments regarding the ways in which your state is addressing the equity/excellence gap in gifted education.",In what ways has the COVID-19 pandemic impacted gifted education in your state? - Modification of Identification Procedures,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Reduction in Funding for Gifted Education,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Modification of duties of SEA gifted education personnel to areas not associated with gifted education.,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Reduced Professional Learning Opportunities,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Increase in demand for Virtual Learning for Gifted Students,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Modification to Curriculum/Programming for Gifted Students besides virtual learning requirements,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other - Text,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other - Text,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other,In what ways has the COVID-19 pandemic impacted gifted education in your state? - Other - Text,Did your state provide guidance to LEA's specifically related to modifying gifted and talented policies or practices  during school closures related to Covid 19?,Please describe the guidance provided by the state to LEA's specifically related to modifying gifted and talented policies or practices during school closures related to Covid 19?,Did your state collect any data regarding specific changes in gifted education policy or practices made by LEA's during the COVID-19 Pandemic?,Please describe the data collected regarding specific changes in gifted education policy made by LEA's during the COVID-19 Pandemic.,Please provide details to any other areas surrounding COVID-19 and gifted education in your state that you feel important but was not covered by questions in this survey.,Has the 2015 Every Student Succeeds Act affected your state's policies or practices in gifted education?,In what ways has the 2015 Every Student Succeeds Act (ESSA) affected your state’s policies or practices in gifted education?,Provide any clarifications to your responses that you would like to make.  (Please include a reference to the question text in your answer.),Please provide any comments that will help future efforts to study the status of gifted education in the United States.
New Jersey,Yes,Yes,No,Yes,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"Yes, identification plans must be submitted.,Yes, program implementation plans must be submitted.,Yes, policy plans must be submitted.",No,No,,No,No,No,No,Yes,Yes,No,No,,No,No,,Yes,No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,The SEA's gifted and talented education webpage contains links to resources that are accessible to all LEAs.  LEAs are also notified by the SEA regarding upcoming professional learning opportunities.,No,,,,,,,"LEAs are encouraged to utilized Title I, Part A funds and Title II, Part A funds for the provision of gifted and talented professional development for educators.",,,,,,,,,,,,,,,,,,,Yes,State policy or initiative,,English Learners,,Yes,"In accordance with the Strengthening Gifted and Talented Education Act, LEAs are required to report their gifted and talented policies and procedures to the SEA during their NJ QSAC review period.","NJ State Legislation P.L.2017, c. 171 requires the SEA to develop guidance to assist LEAs in identifying multilingual learners for gifted and talented education programs.  The legislation was designed to ensure MLs are appropriately identified and have access to gifted and talented programs.",Unsure,No,No,Unsure,Unsure,Unsure,,,,,,,No,,"Yes, Formally","On January 20, 2020, Governor Murphy signed the Strengthening Gifted and Talented Education Act codifying school district responsibilities in educating gifted and talented students as referenced in N.J.A.C. 6A:8-3.1.  The law went into effect for the 2020-2021 school year.",,No,,"•	“Under your state laws and rules, are LEAs required to provide students opportunities for dual or concurrent enrollment in a community college…?”  NJ responded “No”, but this is also determined by the LEA.
•	In the Gifted and Talented Services section, the first question asks, “Which of the following are required in your state?”.  NJ responded “Not Required” to all options, but these options are determined by the LEA.
•	In the Other Training section, 3 questions reference state requirements of professional learning for administrators, counselors, and special education professionals.  NJ responded “No”.  However, in accordance with the Strengthening Gifted and Talented Education Act, LEAs must actively assist and support professional learning for teachers, educational services staff, and school leaders in gifted and talented instruction. 
",
MI,Yes,Yes,No,No,No,No,,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,Yes,No,Yes,,Yes,Yes,,No,Yes,,No,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,"See previous responses.

https://migiftedchild.org/gifted-education-course-2-is-now-available/",No,,,,,,,No changes since the previous Stat of the State survey (2022).,,,,,,,,,,,,,,No related changes to state policy from the last three years.,,,,,No,,,,,No,,"As part of our state-wide focus on successful implementation of district/school Multi-tiered System of Support model, our state has and continues to implement academic initiatives to address the equity/excellence gaps for ALL students - including those representing special populations. ",Unsure,No,No,No,Unsure,Unsure,,,,,,,No,,No,,,No,,,
Connecticut,Yes,Yes,No,Yes,Yes,No,,,No,Yes,No,Yes,Other (Please explain),No,No,No,No,No,No,No,,No,No,Yes,No,No,,No,Yes,No,No,,,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,https://portal.ct.gov/-/media/sde/gifted-and-talented/gifted-and-talented-education---guidance.pdf,No,,,,,,,0,,,,,,,,,,,,,,,,,,,No,,,,,No,,,No,No,No,No,No,No,,Unknown- LEA specific experience,,,,,No,,No,,,No,,,
California,Yes,Yes,No,No,No,No,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,Yes,,No,Yes,,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,,No,,,,,,,No changes,,,,,,,,,,,,,,,,,,,No,,,,,No,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,Unsure,,Unsure,,No,,No,,,No,,,
Alabama,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,Yes,No,Yes,No,No,No,"Yes, identification plans must be submitted.,Yes, program implementation plans must be submitted.","Yes, identification plans must be approved.,Yes, program implementation plans must be approved.",Yes,No,Yes,Yes,No,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,No,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,"Special education professionals may attend sessions at the annual state conference, back-to- school event for special education coordinators, annual regional trainings, and the annual state affiliate conference.",Yes,The state provides dedicated gifted funding allocation in the Education Trust Fund and a line item for a competitive gifted grant.,https://budget.alabama.gov/wp-content/uploads/2022/06/FY23-ETF-Appropriation-Bill-2022-393.pdf  (page 68-69),"4,000,000","8,925,000",$10.35 ,$22.79 ,"Funding has increased each year since the last State of the States survey.  Current funding is 8,925,000 for pupil allocation and 1,425,000 for the gifted competitive grant. There is a 2 million dollar increase projected for FY25.  The formula for determining each district allocation is the average of total enrollment and gifted enrollment multiplied by the state allocation per pupil.","350,000","350,000","These funds cover SEA salaries, travel, conference registrations, memberships, and other office expenditures.",Yes,included in funds allocated to LEAs specifically for GT education,,Yes,included in funds allocated to LEAs specifically for GT education,,Funding for universal screening is included in the per-pupil allocation for gifted.  ,Yes,No,,,,,,,No,,,,,No,,,Yes,No,No,No,Yes,Yes,Yes,Pull-out Services,,,,,Yes,Waivers were available to LEAs for the purpose of delaying the second grade child find process until students were back face-to-face.  LEAs taking advantage of waivers had to complete the process upon return to face-to-face learning.  LEAs were allowed to reduce pull-out services to no less than 1.5 hours with the intent to return to the minimum of 3 hours when schools returned to normal scheduling.  LEAs were provided with resources for virtual learning.,"Yes, Informally",Waivers for identification and universal screening.  Timeline delays in referral processes. Gifted specialist schedules. ,Informal guidance on virtual learning was provided.  Resources to support gifted services were provided for gifted specialists.  Technical assistance continued via virtual meetings and phone calls.,No,,,
Rhode Island,No,Yes,No,Yes,No,No,,,No,,No,No,No,No,No,No,,No,No,No,,No,No,No,Yes,,,No,Yes,No,No,,,,Yes,No,No,,No,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
Montana,Yes,Yes,No,Yes,Yes,No,,,No,No,No,Yes,Other (Please explain),Yes,Yes,No,Yes,No,No,No,,Yes,No,Yes,No,No,,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,"Access to short, free online GT overview and twice-exceptional courses, access to a GT training site created and maintained by the state, access to GT specialist for training and technical support. ",Yes,"Schools may apply for a matching-funds grant for state money.  Grants are awarded on a two-year cycle.  Allocated state funds total $700,000 for two years ($350,000 per year) to be divided fairly between any schools that apply at the beginning of a grant cycle.  Funds are adjusted based on school/district size (small, medium, large) so that larger districts get a bigger share of the pot. ",,"$350,000 ","$350,000 ",n/a,n/a,Funds are not provided per identified student.  Schools/districts who are part of the grant receive a lump sum from which they can draw down half the first year and half the second year of the grant.  Identified student numbers are not taken into consideration. ,0,0,100% of the funding specified by the legislature for the GT grant is distributed to the GT grant schools. ,No,,,No,,,,No,No,,"Wording changed from ""A school district may provide educational services to gifted and talented students that are commensurate to student needs and foster a positive self-image"" to ""A school district SHALL provide..."" (emphasis added).  https://leg.mt.gov/bills/mca/title_0200/chapter_0070/part_0090/section_0020/0200-0070-0090-0020.html#:~:text=And%20Talented%20Children-,20%2D7%2D902.,foster%20a%20positive%20self%2Dimage",,,,,No,,,,,No,,,No,No,No,Yes,No,No,,,,,,,No,,No,,,No,,,
IL,Yes,Yes,No,Yes,Yes,No,,,No,No,No,Yes,No,Yes,Yes,Yes,,No,No,No,,No,Yes,Yes,No,Yes,Yes,Yes,,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,Yes,We had a subcommittee of the Advisory Council for Gifted and Talented Children work on Twice Exceptional Resources for students.  The council will focus on support for EL and Multilingual students this year. ,No,,,,,,,"Districts can get evidence based funding for girst6ed students, but districts have discretion on deciding how to use their funds. ",,,,,,,,,,,,,,"https://www.ilga.gov/legislation/publicacts/101/101-0654.htm#:~:text=%C2%A0%C2%A0%C2%A0(105%20ILCS%205/14A-32,421%2C%20eff.%207-1-18.)",F_9AXyuWRTm8lHPrP,Accelerated_Placement_Act_Guidance.pdf,339307,application/pdf,No,,,,,Yes,"Through state statute, ISBE has elevated the level of data collection required at the local level on an annual basis. This, along with the newly implemented Equity Journey Continuum will allow ISBE to conduct data analysis and research related to opportunity gaps. More initiatives have been focused on other Advanced Academic Programs, such as Accelerated Placement, which now required the automatic enrollment of every student who scores at or above a specific level on state/nationally normed assessments. ","Through state statute, ISBE has elevated the level of data collection required at the local level on an annual basis. This, along with the newly implemented Equity Journey Continuum will allow ISBE to conduct data analysis and research related to opportunity gaps. More initiatives have been focused on other Advanced Academic Programs, such as Accelerated Placement, which now required the automatic enrollment of every student who scores at or above a specific level on state/nationally normed assessments. ",Yes,Unsure,Yes,No,Yes,Yes,,,,,,,No,,No,,"*Data could have been affected by the suspension of in-person instruction during the 2020-21 school year. While data was collected in accordance with ISBE data policy and validated through normal procedures, the state environment and policy changes resulting from the suspension of in-person instruction may have possibly affected the results. Thus, please use caution when interpreting results and trends. ",Yes,ESSA: identification as Gifted is a data component to the Evidence-Based Funding Model the state uses for district funding. Districts receive additional funding for each student identified as gifted. ,,
Washington,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,No,Yes,Yes,Yes,,"Yes, identification plans must be submitted.,Yes, program implementation plans must be submitted.",No,No,,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,Yes,Yes,No,No,No,Yes,No,Yes,No,,,,,,,,,,,,,Yes,LEAs can subscribe to a newsletter that publicizes professional learning about nature and needs of gifted provided by OSPI and outside organizations in state and elsewhere.,Yes,State apportionment is categorical funding for districts to identify and provide services for Highly Capable students. A funding formula is based on 5% of the LEA student population X funding factor specified in the state education budget.,"https://apps.leg.wa.gov/rcw/default.aspx?cite=28A.185&full=true#:~:text=(2)%20The%20legislature%20further%20intends,percent%20of%20the%20student%20population.","$31,551,000 ","$32,213,000 ",na - 5% of district population funding formula,na - 5% of district population funding formula,,0,0,,Yes,"included in funds allocated to LEAs specifically for GT education,Other",LEAs may use levy funds for Highly Capable services,No,,,,Yes,No,,https://app.leg.wa.gov/rcw/default.aspx?cite=28A.185,,,,,Yes,"State policy or initiative,Universal screening,Using alternative assessment (e.g. nonverbal tests like the NNAT),Using specialized checklists (ex. CLED checklist),Teacher training/professional development,Culturally responsive teaching",,"English Learners,Twice Exceptional (2E),Socioeconomic Status (e.g., qualifies for free/reduced lunch)",,Yes,District policy must reflect current RCW (state law) requirements for identification and services for gifted students.  LEAs are reviewed for compliance by submitting their policy for review.,,Yes,No,No,No,Yes,Yes,,,,,,,Yes,"LEAs were advised to continue to provide identification and services for Highly Capable students as capacity allowed.  Some differentiated instruction was provided virtually, some LEAs facilitated competency-based online opportunities for students.  OSPI offered virtual ""Office Hour"" meetings for coordinators to network, share resources, and receive guidance.",No,,,Yes,None,,
Kansas,Yes,Yes,No,Yes,Yes,No,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,Yes,Yes,No,Yes,,No,Yes,,No,Yes,,No,No,No,No,No,Yes,No,No,No,,,,,,,,,,,,,Yes,IDEA and Gifted File Review Training,Yes,"In Kansas, gifted is part of special education and state law often refers to students with exceptionalities, i.e. students identified as gifted and/or students identified as having a disability. State special education funding is provided for staff qualified to provide, or assist in providing special education and related services, which in Kansas includes gifted. So, if a district claims staff for providing gifted services required on one or more IEPs, funding is provided (amounts vary each year based on the amount allocated by the state and the total amount of qualified FTE claimed).",https://www.ksde.org/Default.aspx?tabid=538#guide,"$11,083,740.90 ","$10,945,887.55 ",,,"As stated above, the amount per staff FTE can vary from year to year, and the services/staff time are dependent upon student needs. Otherwise, no changes to the state law.",,,"Kansas provides no funding specifically to the state Department of Education for gifted, however the State Board of Education has set aside funds for a staff member to support gifted services, and as part of special education, the state has ensured that gifted services are supported at the state level.",No,,,No,,,,No,No,,,,,,,No,,,,,No,,,Yes,No,No,Unsure,Unsure,Unsure,,,,,,,Yes,Gifted was included in guidance FAQs for all special education in Kansas.,No,,,No,,,
South Carolina,Yes,Yes,No,Yes,Yes,Yes,No,,,,,Yes,No,Yes,No,No,No,"Yes, program implementation plans must be submitted.,Yes, policy plans must be submitted.","Yes, program implementation plans must be approved.",Yes,Yes,Yes,No,No,No,No,,Yes,,No,No,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,Yes,"Special education professionals have opportunities to participate in GT PD with other teachers across the state. In addition, they may add the GT endorsement to their certificate. ",Yes,"The funds appropriated for Gifted and Talented Programs under the Education Improvement Act of 1984 must be allocated to the school districts of the State on the basis that the number of gifted and talented students served in each district bears to the total of all those students in the State. However, districts unable to identify more than forty students using the selection criteria established by regulations of the State Board of Education shall receive fifteen thousand dollars annually. All categories of students identified and served shall be funded at a weight of .30 for the base student cost as provided in Chapter 20 of this title. Where funds are insufficient to serve all students in a given category, the district may determine which students within the category shall be served. Provided, further, no district shall be prohibited from using local funds to serve additional students above those for whom state funds are provided.",https://www.scstatehouse.gov/code/t59c029.php,,"29,565,990.12",,317.09,"The funds appropriated for Gifted and Talented Programs under the Education Improvement Act of 1984 must be allocated to the school districts of the State on the basis that the number of gifted and talented students served in each district bears to the total of all those students in the State. However, districts unable to identify more than forty students using the selection criteria established by regulations of the State Board of Education shall receive fifteen thousand dollars annually. Provided, further, school districts shall serve gifted and talented students according to the following order of priority: (1) grades 3-12 academically identified gifted and talented students not included in the state-funded Advanced Placement Program for eleventh and twelfth grade students; (2) after all students eligible under priority one are served, students in grades 3-12 identified in one of the following visual and performing arts areas: dance, drama, music, and visual arts must be served; and (3) after all students eligible under priorities one and two are served, students in grades 1 and 2 identified as academically or artistically gifted and talented must be served. All categories of students identified and served shall be funded at a weight of .30 for the base student cost as provided in Chapter 20 of this title. Where funds are insufficient to serve all students in a given category, the district may determine which students within the category shall be served. Provided, further, no district shall be prohibited from using local funds to serve additional students above those for whom state funds are provided.",,"100,000.00",Money is provided for SC GT regions to provide PD to GT teachers. ,Yes,additional funds to LEAs specified for universal screening,,Yes,,,Universal screen assessments are paid for at the state level.,No,No,,NA,,,,,No,,,,,No,,,No,No,No,No,No,No,,,,,,,Yes,"Districts were provided guidance in identification, minutes served, and models used. ",No,,,No,,,
KY,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,Yes,No,Yes,Yes,Yes,,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,,No,Yes,,,Yes,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,No,,Yes,The Kentucky General Assembly provides funding in the State Budget every two years.,https://apps.legislature.ky.gov/law/kar/titles/704/003/285/,10 million,10 million,10 million,10 million,Funding increase in the year 2020 to 10 million from 6.2 million in previous years.,,,,No,,,No,,,,Yes,No,,,,,,,Yes,State policy or initiative,,"Racially/ethnically/culturally diverse,Twice Exceptional (2E),Socioeconomic Status (e.g., qualifies for free/reduced lunch)",,No,,,,,,,,,,,,,,,Yes,Best practices and support provided.,No,,,No,,,
AR,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,,No,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,No,Yes,No,No,No,Yes,No,,,,No,No,Yes,No,No,No,No,"Yes, identification plans must be submitted.,Yes, program implementation plans must be submitted.,Yes, policy plans must be submitted.",No,No,,No,No,Yes,Yes,,Yes,No,Yes,,Yes,,Yes,Yes,No,No,No,Yes,No,No,No,,,,,,,,,,,,,Yes,We work with LEA's to determine PD needs,Yes,,,,,,,,,,,No,,,No,,,,No,No,,,,,,,No,,,,,No,,,Yes,Yes,Yes,Yes,Yes,No,,,,,,,No,,No,,,No,,,
Delaware,Yes,Yes,No,Yes,Yes,No,,,No,Yes,No,No,No,Yes,No,No,No,"Yes, program implementation plans must be submitted.","Yes, program implementation plans must be approved.",No,,No,No,No,Yes,,No,No,Yes,No,No,No,,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,"Delaware SEA and LEAs have focused on providing professional learning opportunities for teachers and administrators to understand dual
exceptionalities including services for English Language Learners https://www.doe.k12.de.us/domain/595",Unsure,No,No,No,Unsure,Unsure,,,,,,,No,,No,,,No,,,
VA,No,Yes,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,Yes,Yes,No,No,No,No,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,Yes,No,Yes,No,No,Yes,No,Yes,,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,No,,Yes,"The sum of $800,000, included in the integrated formula payments, must be distributed to reimburse school districts or special education units for gifted and talented programs upon the submission of an application that is approved in accordance with guidelines adopted by the superintendent of public instruction. The superintendent of public instruction shall encourage cooperative efforts for gifted and talented programs among school districts and special education units.",https://ndlegis.gov/assembly/68-2023/regular/documents/23-0267-05000.pdf,800000,800000,0,0,"The sum of $800,000, included in the integrated formula payments, must be distributed to reimburse school districts or special education units for gifted and talented programs upon the submission of an application that is approved in accordance with guidelines adopted by the superintendent of public instruction. The superintendent of public instruction shall encourage cooperative efforts for gifted and talented programs among school districts and special education units.",0,0,,No,,,No,,,,No,No,,https://www.nd.gov/dpi/sites/www/files/documents/SpeEd/Guidelines/FINAL_ND%20Best%20Practices%20for%20Gifted%20Education.pdf,,,,,No,,,,,No,,,Unsure,No,No,No,Unsure,Unsure,,,,,,,No,,No,,"Because there are no requirements for Gifted Education in ND, each district determined how to serve its gifted population during the Covid 19 pandemic. ",No,,"Districts within our state have local control to determine if their district will provided gifted education services. If they decide to provide gifted education services, they have local control to decide what the services will look like and how they will be provided.",
Oklahoma,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,No,Yes,Yes,Yes,Yes,No,No,"Yes, identification plans must be submitted.,Yes, program implementation plans must be submitted.,Yes, policy plans must be submitted.",,No,,Yes,Yes,No,No,Yes,Yes,Yes,,No,Yes,,No,Yes,No,Yes,Yes,Yes,No,,No,,,,,,,,,,,,,,,Yes,"Gifted education is part of weighted state aid at .34. This funding is meant to be used for gifted identification and programming. Any top 3% student is funded, and up to 8% of the total average daily membership can be funded through multicriteria evaluation. ",https://www.oscn.net/applications/oscn/DeliverDocument.asp?CiteID=436942,"$51,712,058 ","$51,363,609.09 ",$546.60 ,$581.78 ,,"$420,950.99 ","$238,643.87 ","OK received a $2+ million grant that did not go directly to LEAs. The Javits grant period ended in 2023. Otherwise, all funding for GT goes to the LEAs.",Yes,included in funds allocated to LEAs specifically for GT education,,No,,,,Yes,No,,,,,,,Yes,"Teacher training/professional development,Javits funding",,"English Learners,Racially/ethnically/culturally diverse,Twice Exceptional (2E),Rural,Socioeconomic Status (e.g., qualifies for free/reduced lunch)",,Yes,"Oklahoma requires LEAs to submit their gifted and talented policy and plan and describe “Procedures used in the identification process are nondiscriminatory with respect to race, economic background, national origin or handicapping condition” (OK Administrative Rule: 210:15-23-2). ","Oklahoma received the Javits Grant in 2017 and it was completed in 2023. Strategies learned from the grant will continue to be employed (educator training that will culminate in a micro-credential, best practices in assessments, etc.). ",No,No,No,No,No,Unsure,,,,,,,Yes,Development of instructional support: https://sde.ok.gov/covid19-instruction-support,"Yes, Informally",,"Educational gaps are more evident, and more districts needed guidance on acceleration and proficiency-based promotion. It is interesting that more districts are open to proficiency-based promotion and acceleration, but there are still many myths surrounding these concepts/strategies that need to be addressed. ",Yes,"Although our ESSA plan echoes current policy and practices in gifted education in Oklahoma, it emphasizes our initiatives to address disproportionality and continue training educators in the field of gifted education. ","Answers to these questions are constrained to the specific wording of each question, and nuance may be necessary for full clarity of the statutes, rules, and guidance. ",
MA,Yes,No,,,No,No,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,,,,,No,,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,
